SigUF,NomRegiao,CodMunicipioIbge,NomMunicipio,qtd_empreendimentos,potencia_total_kw,potencia_media_kw
GO,Centro Oeste,5211008,Itapirapuã,316,8006.73,25.34
MG,Sudeste,3154101,Recreio,451,7993.98,17.73
MG,Sudeste,3169703,Turmalina,345,7983.77,23.14
BA,Nordeste,2928802,Santo Estêvão,1020,7977.46,7.82
MA,Nordeste,2101509,Barão de Grajaú,923,7965.77,8.63
GO,Centro Oeste,5205455,Cezarina,277,7963.58,28.75
SP,Sudeste,3521705,Itaberá,317,7961.72,25.12
CE,Nordeste,2310506,Pedra Branca,358,7959.0,22.23
GO,Centro Oeste,5214002,Mozarlândia,764,7956.42,10.41
MG,Sudeste,3113305,Carangola,775,7956.37,10.27
MA,Nordeste,2111508,São Mateus do Maranhão,914,7950.72,8.7
PR,Sul,4107405,Enéas Marques,424,7948.12,18.75
RS,Sul,4312906,Nova Bassano,644,7944.79,12.34
GO,Centro Oeste,5219704,Santa Terezinha de Goiás,324,7941.92,24.51
PR,Sul,4100400,Almirante Tamandaré,561,7941.03,14.16
SP,Sudeste,3517505,Guapiaçu,899,7939.45,8.83
RS,Sul,4311718,Maçambará,173,7935.04,45.87
MA,Nordeste,2107100,Morros,234,7934.81,33.91
PR,Sul,4124806,São João,588,7933.44,13.49
BA,Nordeste,2910057,Dias D'Ávila,1038,7932.96,7.64
SP,Sudeste,3517000,Getulina,253,7930.3,31.35
BA,Nordeste,2919157,Lapão,614,7929.09,12.91
MT,Centro Oeste,5103452,Denise,464,7929.06,17.09
MT,Centro Oeste,5106216,Nova Canaã do Norte,895,7928.96,8.86
GO,Centro Oeste,5205497,Cidade Ocidental,708,7918.55,11.18
GO,Centro Oeste,5201306,Anicuns,480,7910.89,16.48
BA,Nordeste,2902104,Araci,649,7882.66,12.15
SP,Sudeste,3515186,Espírito Santo do Pinhal,864,7878.57,9.12
SP,Sudeste,3501707,Américo Brasiliense,931,7876.22,8.46
MG,Sudeste,3133402,Itapagipe,1016,7868.67,7.74
PR,Sul,4101903,Assaí,552,7866.78,14.25
MG,Sudeste,3171030,Verdelândia,86,7863.27,91.43
MA,Nordeste,2103752,Davinópolis,613,7860.46,12.82
CE,Nordeste,2307809,Marco,286,7849.72,27.45
MG,Sudeste,3133303,Itaobim,286,7846.34,27.43
PE,Nordeste,2613008,São Bento do Una,750,7843.81,10.46
PR,Sul,4107256,Douradina,650,7843.01,12.07
GO,Centro Oeste,5201801,Aragoiânia,411,7841.6,19.08
SP,Sudeste,3512100,Colômbia,337,7840.88,23.27
BA,Nordeste,2923407,Palmas de Monte Alto,1243,7838.39,6.31
SP,Sudeste,3542909,Ribeirão Bonito,281,7834.32,27.88
PR,Sul,4110508,Ipiranga,573,7833.61,13.67
RS,Sul,4317806,Santo Augusto,932,7826.3,8.4
MG,Sudeste,3165008,São Tiago,325,7807.4,24.02
GO,Centro Oeste,5221502,Turvânia,199,7803.85,39.22
PI,Nordeste,2207801,Paulistana,630,7800.25,12.38
MG,Sudeste,3114550,Carneirinho,826,7799.23,9.44
SP,Sudeste,3538907,Pirajuí,758,7797.59,10.29
GO,Centro Oeste,5215405,Ouro Verde de Goiás,153,7793.25,50.94
MG,Sudeste,3142106,Miradouro,458,7792.16,17.01
ES,Sudeste,3203007,Iúna,751,7789.33,10.37
SP,Sudeste,3535408,Panorama,891,7785.56,8.74
PA,Norte,1505304,Oriximiná,842,7785.12,9.25
AM,Norte,1301902,Itacoatiara,239,7773.55,32.53
SP,Sudeste,3534807,Ouro Verde,360,7772.79,21.59
SC,Sul,4215000,Rio Negrinho,737,7758.92,10.53
PR,Sul,4127304,Terra Rica,806,7745.46,9.61
PE,Nordeste,2611705,Riacho das Almas,678,7734.92,11.41
MT,Centro Oeste,5104203,Guiratinga,391,7724.31,19.76
SP,Sudeste,3515707,Ferraz de Vasconcelos,665,7714.58,11.6
AL,Nordeste,2707107,Piranhas,641,7711.49,12.03
PR,Sul,4117453,Ouro Verde do Oeste,358,7708.68,21.53
MS,Centro Oeste,5005103,Jateí,348,7698.43,22.12
BA,Nordeste,2917201,Ituaçu,1085,7696.72,7.09
RS,Sul,4315107,Porto Xavier,848,7693.84,9.07
SC,Sul,4200408,Água Doce,213,7666.59,35.99
RN,Nordeste,2408904,Parelhas,924,7654.79,8.28
SP,Sudeste,3553807,Taquarituba,474,7653.32,16.15
MS,Centro Oeste,5003108,Corguinho,309,7645.84,24.74
SP,Sudeste,3527405,Lucélia,1119,7634.42,6.82
RJ,Sudeste,3304144,Queimados,589,7634.39,12.96
MG,Sudeste,3145604,Oliveira,712,7633.43,10.72
SP,Sudeste,3500709,Agudos,1023,7629.25,7.46
BA,Nordeste,2907608,Central,284,7622.27,26.84
RS,Sul,4318101,São Francisco de Assis,1132,7610.75,6.72
PE,Nordeste,2615300,Timbaúba,866,7609.42,8.79
SC,Sul,4214003,Presidente Getúlio,814,7605.92,9.34
SC,Sul,4200101,Abelardo Luz,289,7604.6,26.31
RS,Sul,4305801,Constantina,782,7600.95,9.72
AP,Norte,1600279,Laranjal do Jari,769,7595.16,9.88
PR,Sul,4114500,Manoel Ribas,435,7592.18,17.45
PR,Sul,4112405,Japurá,585,7584.81,12.97
SP,Sudeste,3518107,Guarantã,297,7579.63,25.52
SP,Sudeste,3546801,Santa Isabel,798,7576.53,9.49
CE,Nordeste,2304707,Granja,513,7565.24,14.75
PR,Sul,4109609,Guaratuba,733,7556.43,10.31
ES,Sudeste,3202900,Itarana,587,7549.41,12.86
PR,Sul,4120507,Primeiro de Maio,717,7549.21,10.53
ES,Sudeste,3203346,Marechal Floriano,534,7537.14,14.11
MA,Nordeste,2111607,São Raimundo das Mangabeiras,532,7533.11,14.16
MT,Centro Oeste,5106828,Porto Esperidião,608,7529.3,12.38
MG,Sudeste,3144102,Muzambinho,584,7523.44,12.88
CE,Nordeste,2303808,Cedro,437,7520.2,17.21
BA,Nordeste,2911105,Formosa do Rio Preto,539,7519.46,13.95
SP,Sudeste,3547601,Santa Rosa de Viterbo,676,7515.84,11.12
MG,Sudeste,3139607,Mantena,1013,7504.77,7.41
SP,Sudeste,3545704,Santa Albertina,580,7499.15,12.93
RJ,Sudeste,3301876,Iguaba Grande,1233,7499.03,6.08
CE,Nordeste,2305803,Ipu,725,7480.12,10.32
PR,Sul,4124905,São João do Caiuá,192,7475.5,38.93
MG,Sudeste,3138807,Luz,679,7457.3,10.98
RS,Sul,4322202,Tupanciretã,783,7445.11,9.51
SP,Sudeste,3539400,Piratininga,994,7443.37,7.49
CE,Nordeste,2304004,Coreaú,262,7441.43,28.4
MG,Sudeste,3131109,Inimutaba,203,7425.38,36.58
RS,Sul,4310330,Imbé,1040,7419.7,7.13
PA,Norte,1502301,Capitão Poço,595,7411.8,12.46
PR,Sul,4108320,Francisco Alves,504,7407.98,14.7
SP,Sudeste,3556800,Viradouro,1059,7406.02,6.99
PB,Nordeste,2501807,Bayeux,704,7397.98,10.51
PR,Sul,4103909,Campina da Lagoa,506,7392.27,14.61
SP,Sudeste,3512407,Cordeirópolis,749,7389.33,9.87
SP,Sudeste,3545308,Salto de Pirapora,546,7384.11,13.52
MS,Centro Oeste,5007703,Sete Quedas,557,7383.42,13.26
ES,Sudeste,3203700,Muniz Freire,503,7380.55,14.67
MG,Sudeste,3104601,Astolfo Dutra,545,7377.41,13.54
MA,Nordeste,2101004,Arari,604,7361.75,12.19
CE,Nordeste,2313609,Ubajara,487,7358.7,15.11
PE,Nordeste,2606101,Glória do Goitá,421,7352.43,17.46
PR,Sul,4115705,Matinhos,705,7348.0,10.42
MA,Nordeste,2107704,Paraibano,391,7332.26,18.75
MS,Centro Oeste,5004403,Inocência,560,7325.67,13.08
MG,Sudeste,3117306,Conceição das Alagoas,944,7325.13,7.76
RS,Sul,4309001,Giruá,938,7319.86,7.8
SC,Sul,4207759,Iraceminha,316,7316.48,23.15
SP,Sudeste,3514502,Duartina,390,7315.57,18.76
MA,Nordeste,2108504,Pindaré Mirim,544,7315.22,13.45
SC,Sul,4205506,Fraiburgo,417,7310.33,17.53
SC,Sul,4205308,Faxinal dos Guedes,261,7281.6,27.9
PR,Sul,4118907,Pérola,806,7279.31,9.03
MT,Centro Oeste,5106232,Nova Olímpia,903,7270.12,8.05
SP,Sudeste,3528007,Macatuba,551,7264.08,13.18
ES,Sudeste,3200136,Águia Branca,607,7262.47,11.96
AL,Nordeste,2700706,Batalha,499,7260.48,14.55
PA,Norte,1505064,Novo Repartimento,749,7251.97,9.68
GO,Centro Oeste,5204300,Caçu,501,7228.85,14.43
BA,Nordeste,2910503,Entre Rios,902,7228.22,8.01
SP,Sudeste,3551504,Serrana,860,7215.5,8.39
RS,Sul,4322301,Tuparendi,989,7215.46,7.3
MG,Sudeste,3104908,Baependi,176,7215.41,41.0
MT,Centro Oeste,5108857,Nova Marilândia,239,7213.6,30.18
PA,Norte,1506708,Santana do Araguaia,601,7211.21,12.0
PE,Nordeste,2615003,Taquaritinga do Norte,725,7207.91,9.94
SP,Sudeste,3508009,Buri,371,7193.96,19.39
SC,Sul,4211454,Nova Itaberaba,287,7192.13,25.06
SC,Sul,4201273,Arabutã,289,7191.79,24.89
PR,Sul,4105102,Centenário do Sul,429,7177.09,16.73
BA,Nordeste,2926400,Riacho de Santana,1087,7170.42,6.6
MT,Centro Oeste,5106158,Nova Bandeirantes,666,7166.65,10.76
MA,Nordeste,2110203,Santa Rita,447,7166.35,16.03
PR,Sul,4123303,Santa Cruz de Monte Castelo,461,7164.92,15.54
PB,Nordeste,2508901,Mamanguape,428,7159.76,16.73
BA,Nordeste,2901007,Amargosa,742,7154.03,9.64
MG,Sudeste,3165537,Sarzedo,464,7153.28,15.42
BA,Nordeste,2907301,Castro Alves,378,7131.53,18.87
BA,Nordeste,2909901,Curaçá,841,7131.37,8.48
PR,Sul,4112702,Jataizinho,361,7131.15,19.75
SP,Sudeste,3540507,Porangaba,565,7130.36,12.62
SP,Sudeste,3535309,Palmital,984,7129.83,7.25
BA,Nordeste,2924504,Pindaí,1325,7121.4,5.37
MS,Centro Oeste,5001508,Bandeirantes,419,7106.72,16.96
MG,Sudeste,3142809,Monte Alegre de Minas,651,7105.11,10.91
PI,Nordeste,2205706,Luís Correia,705,7101.48,10.07
MG,Sudeste,3101706,Almenara,980,7100.99,7.25
SE,Nordeste,2804409,Neópolis,117,7086.39,60.57
MG,Sudeste,3154002,Raul Soares,856,7075.63,8.27
PR,Sul,4106571,Cruzeiro do Iguaçu,301,7068.71,23.48
MG,Sudeste,3117876,Confins,250,7067.77,28.27
RN,Nordeste,2405801,João Câmara,757,7063.54,9.33
BA,Nordeste,2929909,Seabra,858,7062.25,8.23
RS,Sul,4302709,Butiá,571,7058.74,12.36
PR,Sul,4109302,Guaraniaçu,356,7056.21,19.82
SC,Sul,4211801,Ouro,374,7049.92,18.85
SC,Sul,4218756,Tunápolis,442,7049.52,15.95
BA,Nordeste,2929305,São Gonçalo dos Campos,674,7020.76,10.42
MS,Centro Oeste,5004106,Guia Lopes da Laguna,638,7018.83,11.0
RN,Nordeste,2406106,Jucurutu,683,7002.64,10.25
SP,Sudeste,3509205,Cajamar,723,7002.58,9.69
ES,Sudeste,3205036,Vargem Alta,477,6997.03,14.67
SP,Sudeste,3534757,Ouroeste,800,6993.05,8.74
SP,Sudeste,3520608,Indiana,248,6988.86,28.18
AL,Nordeste,2708600,São Miguel dos Campos,798,6975.52,8.74
SE,Nordeste,2803203,Itaporanga D'Ajuda,397,6955.21,17.52
BA,Nordeste,2925204,Pojuca,597,6954.15,11.65
GO,Centro Oeste,5208103,Formoso,212,6951.31,32.79
MA,Nordeste,2100600,Amarante do Maranhão,744,6950.41,9.34
SC,Sul,4215208,Romelândia,269,6947.23,25.83
RS,Sul,4320701,Sobradinho,923,6943.43,7.52
SP,Sudeste,3510708,Cardoso,868,6936.04,7.99
MA,Nordeste,2113009,Vitorino Freire,649,6925.28,10.67
SP,Sudeste,3538303,Piquerobi,246,6916.33,28.12
SP,Sudeste,3528106,Macaubal,748,6915.85,9.25
SC,Sul,4207700,Ipumirim,334,6911.71,20.69
PE,Nordeste,2614105,Sertânia,595,6909.77,11.61
RJ,Sudeste,3304151,Quissamã,549,6907.2,12.58
SP,Sudeste,3503703,Ariranha,322,6903.6,21.44
MG,Sudeste,3130903,Inhapim,969,6893.41,7.11
TO,Norte,1702554,Augustinópolis,701,6893.39,9.83
RS,Sul,4302808,Caçapava do Sul,954,6891.5,7.22
RN,Nordeste,2400703,Alto do Rodrigues,716,6890.47,9.62
SP,Sudeste,3515202,Estrela D'Oeste,841,6886.34,8.19
BA,Nordeste,2906501,Candeias,563,6885.43,12.23
MS,Centro Oeste,5007554,Santa Rita do Pardo,411,6882.76,16.75
BA,Nordeste,2906873,Capim Grosso,721,6881.95,9.55
RJ,Sudeste,3302908,Miguel Pereira,413,6879.48,16.66
MT,Centro Oeste,5107859,São Félix do Araguaia,429,6878.93,16.03
PR,Sul,4127106,Telêmaco Borba,450,6877.09,15.28
SP,Sudeste,3511607,Cesário Lange,586,6866.65,11.72
GO,Centro Oeste,5201702,Aragarças,864,6865.72,7.95
MG,Sudeste,3145901,Ouro Branco,738,6859.32,9.29
SP,Sudeste,3532603,Nhandeara,842,6858.61,8.15
MG,Sudeste,3157708,Santa Juliana,440,6856.68,15.58
SC,Sul,4216305,São João Batista,591,6843.63,11.58
PE,Nordeste,2605152,Dormentes,855,6842.01,8.0
RO,Norte,1100148,Nova Brasilândia D'Oeste,691,6838.29,9.9
PA,Norte,1505437,Ourilândia do Norte,684,6837.92,10.0
MG,Sudeste,3111606,Campos Gerais,651,6834.5,10.5
PR,Sul,4109203,Guaraci,197,6828.4,34.66
ES,Sudeste,3203403,Mimoso do Sul,635,6812.37,10.73
ES,Sudeste,3200300,Alfredo Chaves,636,6809.35,10.71
BA,Nordeste,2933406,Wagner,178,6806.97,38.24
PI,Nordeste,2203701,Esperantina,787,6800.77,8.64
RO,Norte,1100403,Alto Paraíso,570,6799.23,11.93
RO,Norte,1101708,Urupá,760,6789.86,8.93
SP,Sudeste,3532207,Narandiba,272,6788.32,24.96
MG,Sudeste,3112802,Capitólio,692,6780.32,9.8
MT,Centro Oeste,5108907,Nova Maringá,312,6773.4,21.71
RN,Nordeste,2404200,Goianinha,748,6764.09,9.04
PA,Norte,1506161,Rio Maria,622,6754.53,10.86
SC,Sul,4214904,Rio Fortuna,313,6747.87,21.56
PA,Norte,1503309,Igarapé-Miri,671,6743.95,10.05
SP,Sudeste,3521408,Iracemápolis,698,6743.52,9.66
BA,Nordeste,2917706,Jaguarari,1055,6740.47,6.39
SP,Sudeste,3537008,Pedregulho,381,6731.96,17.67
RN,Nordeste,2407807,Monte Alegre,441,6727.85,15.26
RJ,Sudeste,3302270,Japeri,154,6727.31,43.68
SP,Sudeste,3546306,Santa Cruz das Palmeiras,562,6726.8,11.97
SC,Sul,4219606,Xavantina,334,6724.24,20.13
PR,Sul,4119004,Pérola D'Oeste,563,6719.84,11.94
RS,Sul,4301206,Arroio do Tigre,1063,6708.03,6.31
SC,Sul,4208708,Jacinto Machado,536,6706.79,12.51
PE,Nordeste,2610509,Passira,522,6705.76,12.85
SP,Sudeste,3515400,Fartura,613,6695.05,10.92
RN,Nordeste,2404309,Governador Dix-Sept Rosado,671,6687.92,9.97
MS,Centro Oeste,5005152,Juti,410,6684.59,16.3
RS,Sul,4316204,Rondinha,469,6677.52,14.24
MG,Sudeste,3127800,Grão Mogol,150,6671.03,44.47
MG,Sudeste,3101508,Além Paraíba,845,6670.29,7.89
MG,Sudeste,3159902,Santo Antônio do Amparo,208,6670.09,32.07
GO,Centro Oeste,5202502,Aruanã,501,6665.12,13.3
MG,Sudeste,3135902,Jesuânia,60,6661.92,111.03
PR,Sul,4103057,Boa Vista da Aparecida,501,6652.72,13.28
BA,Nordeste,2911907,Iaçu,540,6649.05,12.31
RS,Sul,4322004,Triunfo,740,6647.65,8.98
PR,Sul,4104709,Carlópolis,568,6640.54,11.69
SP,Sudeste,3505104,Barbosa,258,6631.26,25.7
SP,Sudeste,3501004,Altinópolis,458,6620.86,14.46
BA,Nordeste,2927705,Santa Cruz Cabrália,753,6620.62,8.79
SP,Sudeste,3510203,Capão Bonito,511,6620.12,12.96
AC,Norte,1200104,Brasiléia,403,6616.53,16.42
SC,Sul,4210001,Luiz Alves,718,6615.95,9.21
PR,Sul,4103479,Cafezal do Sul,339,6612.25,19.51
PR,Sul,4119509,Piraquara,572,6610.07,11.56
SC,Sul,4205704,Garopaba,751,6608.29,8.8
BA,Nordeste,2911204,Gandu,914,6604.43,7.23
PR,Sul,4116000,Miraselva,106,6592.53,62.19
PR,Sul,4116109,Moreira Sales,431,6587.57,15.28
MA,Nordeste,2108454,Peritoró,268,6586.87,24.58
MS,Centro Oeste,5005251,Laguna Carapã,459,6576.08,14.33
SP,Sudeste,3529401,Mauá,828,6574.58,7.94
PI,Nordeste,2205508,José de Freitas,764,6574.06,8.6
SP,Sudeste,3556305,Valparaíso,1027,6572.7,6.4
PA,Norte,1508159,Uruará,498,6561.66,13.18
RS,Sul,4321105,Tapes,363,6554.2,18.06
RS,Sul,4302204,Boa Vista do Buricá,754,6551.04,8.69
PR,Sul,4109708,Ibaiti,375,6547.28,17.46
RS,Sul,4313359,Nova Roma do Sul,315,6546.73,20.78
PE,Nordeste,2607000,Inajá,467,6537.94,14.0
MG,Sudeste,3154309,Resplendor,960,6537.31,6.81
MG,Sudeste,3131000,Inhaúma,176,6534.95,37.13
MG,Sudeste,3160702,Santos Dumont,292,6534.91,22.38
BA,Nordeste,2906006,Campo Formoso,801,6530.99,8.15
BA,Nordeste,2907103,Carinhanha,854,6530.29,7.65
GO,Centro Oeste,5221304,Três Ranchos,260,6525.96,25.1
RJ,Sudeste,3302254,Itatiaia,556,6524.46,11.73
SP,Sudeste,3537701,Piacatu,360,6523.39,18.12
SC,Sul,4216107,São Domingos,347,6521.7,18.79
MG,Sudeste,3104502,Arinos,339,6519.04,19.23
SP,Sudeste,3502200,Angatuba,443,6518.79,14.72
PR,Sul,4121752,Reserva do Iguaçu,78,6505.73,83.41
PR,Sul,4107603,Faxinal,304,6499.19,21.38
SP,Sudeste,3533601,Nuporanga,303,6484.94,21.4
BA,Nordeste,2912202,Ibicoara,374,6484.59,17.34
SC,Sul,4204004,Catanduvas,242,6476.31,26.76
SP,Sudeste,3510807,Casa Branca,833,6475.84,7.77
BA,Nordeste,2904506,Brotas de Macaúbas,1038,6474.71,6.24
MG,Sudeste,3100203,Abaeté,591,6473.49,10.95
MT,Centro Oeste,5105002,Jauru,706,6462.07,9.15
SC,Sul,4213104,Piratuba,271,6461.82,23.84
RS,Sul,4311106,Jaguari,984,6459.74,6.56
SC,Sul,4211405,Nova Erechim,253,6457.22,25.52
PR,Sul,4125357,São Jorge do Patrocínio,578,6456.23,11.17
PR,Sul,4107504,Engenheiro Beltrão,715,6455.91,9.03
BA,Nordeste,2926202,Riachão das Neves,599,6448.14,10.76
PB,Nordeste,2511301,Piancó,448,6439.88,14.37
TO,Norte,1716505,Pedro Afonso,625,6438.22,10.3
SP,Sudeste,3525003,Jandira,590,6433.24,10.9
RS,Sul,4322707,Vera Cruz,714,6428.23,9.0
PA,Norte,1501782,Breu Branco,696,6426.67,9.23
CE,Nordeste,2314102,Viçosa do Ceará,921,6416.86,6.97
SC,Sul,4209409,Laguna,722,6413.99,8.88
MG,Sudeste,3118908,Cordisburgo,238,6408.85,26.93
SC,Sul,4217600,Siderópolis,590,6401.27,10.85
SP,Sudeste,3548807,São Caetano do Sul,801,6401.16,7.99
SP,Sudeste,3519808,Icém,484,6396.32,13.22
PR,Sul,4101606,Arapoti,374,6396.15,17.1
SP,Sudeste,3508801,Cafelândia,609,6393.96,10.5
MT,Centro Oeste,5106802,Porto dos Gaúchos,359,6392.65,17.81
PR,Sul,4122701,Sabáudia,374,6385.87,17.07
RJ,Sudeste,3301108,Cantagalo,458,6382.39,13.94
MG,Sudeste,3159209,Santa Rita de Caldas,221,6375.58,28.85
MT,Centro Oeste,5103379,Cotriguaçu,739,6367.1,8.62
SC,Sul,4206702,Herval D'Oeste,326,6365.12,19.52
MT,Centro Oeste,5108956,Nova Monte Verde,481,6364.48,13.23
RJ,Sudeste,3302601,Mangaratiba,791,6363.85,8.05
MG,Sudeste,3157906,Santa Margarida,415,6355.81,15.32
PR,Sul,4100806,Alvorada do Sul,689,6353.56,9.22
SP,Sudeste,3551009,São Vicente,874,6353.5,7.27
SP,Sudeste,3556503,Várzea Paulista,884,6352.93,7.19
BA,Nordeste,2908507,Conceição do Jacuípe,592,6351.01,10.73
TO,Norte,1721208,Tocantinópolis,703,6349.21,9.03
SP,Sudeste,3534906,Pacaembu,657,6346.27,9.66
PI,Nordeste,2205201,Jaicós,400,6344.98,15.86
SE,Nordeste,2802106,Estância,668,6344.61,9.5
PE,Nordeste,2608750,Lagoa Grande,745,6332.44,8.5
PB,Nordeste,2507705,Juazeirinho,184,6330.78,34.41
PI,Nordeste,2203305,Demerval Lobão,318,6330.27,19.91
CE,Nordeste,2301257,Ararendá,203,6329.68,31.18
RO,Norte,1100064,Colorado do Oeste,664,6325.62,9.53
SP,Sudeste,3512902,Cosmorama,746,6321.92,8.47
MG,Sudeste,3149705,Perdigão,428,6313.76,14.75
MG,Sudeste,3132107,Itacarambi,198,6303.37,31.84
PE,Nordeste,2600302,Agrestina,427,6296.68,14.75
PR,Sul,4114708,Maria Helena,339,6296.34,18.57
CE,Nordeste,2310704,Pentecoste,507,6290.98,12.41
PR,Sul,4118808,Peabiru,688,6286.2,9.14
MS,Centro Oeste,5006259,Novo Horizonte do Sul,434,6285.39,14.48
RJ,Sudeste,3302858,Mesquita,837,6282.43,7.51
BA,Nordeste,2907509,Catu,816,6282.16,7.7
ES,Sudeste,3202454,Ibatiba,553,6281.44,11.36
GO,Centro Oeste,5218300,Posse,516,6277.77,12.17
RS,Sul,4306932,Entre-Ijuís,825,6271.84,7.6
PE,Nordeste,2614600,Tabira,758,6271.53,8.27
SC,Sul,4205001,Dionísio Cerqueira,538,6268.9,11.65
AL,Nordeste,2706448,Paripueira,688,6265.22,9.11
PA,Norte,1503200,Igarapé-Açu,456,6262.78,13.73
MA,Nordeste,2103802,Dom Pedro,700,6261.82,8.95
SP,Sudeste,3551603,Serra Negra,625,6260.97,10.02
MA,Nordeste,2112001,Tasso Fragoso,185,6257.25,33.82
SC,Sul,4208609,Jaborá,206,6254.73,30.36
SP,Sudeste,3516903,General Salgado,859,6252.51,7.28
RS,Sul,4321956,Trindade do Sul,355,6247.51,17.6
BA,Nordeste,2926707,Rio de Contas,755,6247.32,8.27
RS,Sul,4319406,São Pedro do Sul,880,6241.14,7.09
BA,Nordeste,2902708,Barra,845,6224.97,7.37
SP,Sudeste,3535200,Palmeira D'Oeste,712,6218.87,8.73
MA,Nordeste,2111763,Senador La Rocque,609,6212.53,10.2
RS,Sul,4315503,Restinga Seca,498,6203.82,12.46
PA,Norte,1507458,São Geraldo do Araguaia,540,6201.97,11.49
RO,Norte,1100346,Alvorada D'Oeste,640,6200.05,9.69
PR,Sul,4109906,Icaraíma,602,6188.27,10.28
MG,Sudeste,3152105,Ponte Nova,240,6187.36,25.78
RS,Sul,4302303,Bom Jesus,253,6177.78,24.42
PR,Sul,4106704,Cruzeiro do Sul,278,6161.56,22.16
PR,Sul,4113601,Lobato,361,6157.77,17.06
RS,Sul,4301404,Arvorezinha,637,6156.03,9.66
GO,Centro Oeste,5213707,Montes Claros de Goiás,472,6152.18,13.03
MG,Sudeste,3155801,Rio Pomba,663,6146.76,9.27
MT,Centro Oeste,5102793,Carlinda,667,6126.59,9.19
MG,Sudeste,3145802,Onça de Pitangui,747,6119.55,8.19
RN,Nordeste,2408300,Nova Cruz,623,6114.86,9.82
PR,Sul,4122305,Rio Negro,560,6104.75,10.9
SP,Sudeste,3522208,Itapecerica da Serra,660,6099.83,9.24
RO,Norte,1100809,Candeias do Jamari,362,6099.69,16.85
SP,Sudeste,3505609,Barrinha,710,6099.44,8.59
MG,Sudeste,3169000,Tocantins,755,6098.4,8.08
ES,Sudeste,3204203,Piúma,601,6088.44,10.13
MG,Sudeste,3113206,Carandaí,287,6086.42,21.21
MT,Centro Oeste,5107792,Santo Antônio do Leste,141,6084.77,43.15
SC,Sul,4206900,Ibirama,835,6082.88,7.28
PE,Nordeste,2600203,Afrânio,580,6076.66,10.48
PI,Nordeste,2200202,Água Branca,485,6071.13,12.52
SC,Sul,4215703,Santo Amaro da Imperatriz,654,6066.74,9.28
SP,Sudeste,3535002,Palestina,681,6062.88,8.9
ES,Sudeste,3204500,Santa Leopoldina,556,6047.63,10.88
PA,Norte,1502939,Dom Eliseu,596,6043.47,10.14
SP,Sudeste,3553955,Tarumã,706,6041.27,8.56
MT,Centro Oeste,5107248,Santa Carmem,369,6037.66,16.36
PA,Norte,1507607,São Miguel do Guamá,564,6020.95,10.68
PI,Nordeste,2210508,São Pedro do Piauí,203,6020.67,29.66
SP,Sudeste,3506607,Biritiba-Mirim,459,6018.04,13.11
PA,Norte,1500404,Alenquer,661,6016.02,9.1
CE,Nordeste,2310258,Paraipaba,619,6008.42,9.71
TO,Norte,1707652,Figueirópolis,203,6005.12,29.58
GO,Centro Oeste,5218904,Rubiataba,665,6003.71,9.03
RJ,Sudeste,3303609,Paracambi,396,6002.45,15.16
PE,Nordeste,2609402,Moreno,594,6002.06,10.1
GO,Centro Oeste,5201504,Aporé,116,6000.68,51.73
PE,Nordeste,2611309,Pombos,412,5999.73,14.56
SP,Sudeste,3555802,Urânia,742,5998.1,8.08
PI,Nordeste,2211308,Valença do Piauí,677,5979.45,8.83
PA,Norte,1505106,Óbidos,503,5973.99,11.88
RJ,Sudeste,3300258,Arraial do Cabo,849,5968.91,7.03
PE,Nordeste,2606606,Ibimirim,637,5961.87,9.36
AC,Norte,1200500,Sena Madureira,501,5960.08,11.9
PR,Sul,4121604,Renascença,334,5954.43,17.83
PR,Sul,4116505,Nova Aliança do Ivaí,79,5949.49,75.31
PR,Sul,4126603,Siqueira Campos,357,5948.78,16.66
RS,Sul,4322251,Tupandi,483,5946.46,12.31
SP,Sudeste,3542602,Registro,820,5946.46,7.25
GO,Centro Oeste,5218607,Rialma,596,5944.17,9.97
SP,Sudeste,3509007,Caieiras,790,5941.64,7.52
PE,Nordeste,2605608,Flores,718,5939.31,8.27
PR,Sul,4114401,Mangueirinha,362,5938.62,16.41
SC,Sul,4212700,Petrolândia,501,5936.07,11.85
SP,Sudeste,3556453,Vargem Grande Paulista,775,5934.94,7.66
SP,Sudeste,3503406,Arealva,416,5934.46,14.27
SC,Sul,4219176,Vargem Bonita,106,5933.73,55.98
MT,Centro Oeste,5104542,Itanhangá,371,5932.17,15.99
AM,Norte,1303536,Presidente Figueiredo,82,5925.62,72.26
MG,Sudeste,3108404,Botelhos,451,5914.09,13.11
RS,Sul,4313953,Pantano Grande,317,5911.75,18.65
MG,Sudeste,3154457,Riachinho,126,5910.67,46.91
PR,Sul,4111407,Ivaí,394,5910.52,15.0
SC,Sul,4214409,Rio das Antas,189,5908.69,31.26
MG,Sudeste,3143500,Morada Nova de Minas,500,5907.52,11.82
SP,Sudeste,3537107,Pedreira,718,5906.74,8.23
SC,Sul,4215109,Rodeio,709,5905.75,8.33
PR,Sul,4124509,Santo Inácio,542,5903.66,10.89
GO,Centro Oeste,5213756,Montividiu,258,5898.13,22.86
CE,Nordeste,2302602,Camocim,789,5897.27,7.47
MG,Sudeste,3149804,Perdizes,327,5888.34,18.01
PI,Nordeste,2211100,União,613,5885.04,9.6
SC,Sul,4208302,Itapema,579,5883.55,10.16
MT,Centro Oeste,5106190,Nova Santa Helena,293,5878.12,20.06
